Unnamed: 0,seed,n_exp,n_sim,num_weeks,num_agents,capacity,threshold,contagious_threshold,contagious_duration,SIR_AgentsRecoveryTime,people_memory_weight,contagious_thresholdNotPresent,num_contagious_agents,contagiousness,capacity_pct,mean_attendance,mean_contagious,mean_present_contagious,std_attendance,std_contagious,std_present_contagious
0,66570060,sett24_1,0,4,1500,1500,0.05,0.8,3,5,0.05,0.35,300,0.5,1.0,27.0,200.0,7.333333333333333,0.0,141.4213562373095,5.185449728701348
1,46640177,sett24_1,1,5,1500,1500,0.1,0.85,4,9,0.05,0.55,300,0.16,1.0,24.0,200.0,3.3333333333333335,0.0,141.4213562373095,2.3570226039551585
2,12621037,sett24_1,2,5,500,250,0.3,0.75,4,9,0.35,0.95,100,0.42,0.5,21.333333333333332,66.66666666666667,3.3333333333333335,3.858612300930075,47.14045207910317,2.494438257849294
3,73998367,sett24_1,3,10,500,250,0.25,0.45,9,6,0.7,0.35,100,0.46,0.5,6.4,80.0,2.6,2.8705400188814645,40.0,1.9595917942265424
4,35837535,sett24_1,4,12,3000,1500,0.85,0.1,5,3,0.6,0.85,600,0.4,0.5,1482.1666666666667,79.5,38.666666666666664,18.711998527385816,134.86382020393756,65.52777189016035
5,2729191,sett24_1,5,200,2000,1000,0.3,0.2,8,4,0.05,0.9,400,0.4,0.5,175.0,119.63,119.63,0.0,39.93736471025598,39.93736471025598
6,52577605,sett24_1,6,7,4000,2000,0.45,0.7,6,7,0.7,0.45,800,0.06,0.5,623.25,600.0,131.75,88.84642648975816,346.41016151377545,78.52507561282574
7,28801970,sett24_1,7,17,1500,1500,0.85,0.35,10,1,0.85,0.4,300,0.36,1.0,1387.0,770.1111111111111,722.6666666666666,37.58841429069453,624.2147857632276,586.2737320474872
8,97200356,sett24_1,8,11,500,500,0.45,0.9,10,10,0.15,0.1,100,0.3,1.0,237.83333333333337,83.33333333333333,10.833333333333334,16.415609102991645,37.26779962499649,15.323366325829175
9,65923520,sett24_1,9,5,4000,4000,0.55,0.55,4,3,0.3,0.6,800,0.06,1.0,2113.3333333333335,533.3333333333334,267.3333333333333,112.04860056640103,377.12361663282536,190.4106673015517
10,15339300,sett24_1,10,5,3000,3000,0.25,0.5,4,1,0.6,0.2,600,0.06,1.0,137.33333333333334,400.0,22.333333333333332,45.18357617050199,282.842712474619,16.937794687883336
11,5410305,sett24_1,11,8,2500,2500,0.15,0.15,7,0,0.5,0.2,500,0.3,1.0,7.75,375.0,1.5,1.479019945774904,216.50635094610965,1.118033988749895
12,31314044,sett24_1,12,9,1500,750,0.4,0.15,8,0,0.2,0.15,300,0.14,0.5,306.2,240.0,42.8,31.549326458737593,120.0,34.99942856676377
13,54113761,sett24_1,13,4,2000,2000,0.2,0.55,3,3,0.55,0.25,400,0.44,1.0,85.33333333333333,266.6666666666667,17.333333333333332,48.03008316554208,188.56180831641268,14.29063407348401
14,23935987,sett24_1,14,6,500,500,0.7,0.95,5,3,0.9,0.8,100,0.22,1.0,337.6666666666667,66.66666666666667,39.333333333333336,5.2493385826745405,47.14045207910317,27.824849006278946
15,25279251,sett24_1,15,16,2000,1000,0.75,0.35,10,2,0.25,0.5,400,0.22,0.5,904.375,775.375,360.75,96.13784049478124,841.0387829196701,400.8356115666371
16,99951390,sett24_1,16,4,2500,2500,0.2,0.85,1,5,0.15,0.2,500,0.34,1.0,125.0,0.0,0.0,17.107503227141788,0.0,0.0
17,12073150,sett24_1,17,5,4000,4000,0.05,0.05,4,9,0.85,0.35,800,0.36,1.0,1.0,533.3333333333334,0.6666666666666666,1.4142135623730951,377.12361663282536,0.9428090415820634
18,10262672,sett24_1,18,11,1000,500,0.35,0.15,6,10,0.5,0.95,200,0.38,0.5,68.0,183.0,27.5,2.3804761428476167,211.41980355050313,22.22423601986504
19,29864891,sett24_1,19,4,3000,3000,0.75,0.85,1,10,0.3,0.3,600,0.06,1.0,2173.6666666666665,0.0,0.0,146.51583152986876,0.0,0.0
20,36086004,sett24_1,20,8,3500,3500,0.3,0.55,7,3,0.95,0.8,700,0.2,1.0,810.75,525.0,127.25,54.001736083203845,303.10889132455355,73.61852688012712
21,81317736,sett24_1,21,5,500,500,0.1,0.15,4,8,0.7,0.55,100,0.1,1.0,1.0,66.66666666666667,0.0,0.816496580927726,47.14045207910317,0.0
22,80229045,sett24_1,22,5,500,500,0.85,0.75,4,1,0.45,0.1,100,0.32,1.0,453.3333333333333,66.66666666666667,33.333333333333336,47.67482447674967,47.14045207910317,47.14045207910317
23,2456684,sett24_1,23,4,2000,2000,0.4,0.9,2,5,0.4,0.45,400,0.24,1.0,419.0,133.33333333333334,30.666666666666668,24.589970855343985,188.56180831641268,43.36921591277491
24,39791197,sett24_1,24,6,2000,1000,0.95,0.85,5,4,0.1,0.85,400,0.34,0.5,1000.0,266.6666666666667,242.66666666666663,0.0,188.56180831641268,171.63980372344355
25,71630893,sett24_1,25,7,4000,4000,0.25,0.8,6,3,0.85,0.4,800,0.42,1.0,296.75,600.0,47.5,113.7813143710337,346.41016151377545,30.696090956341656
26,40720878,sett24_1,26,8,2500,2500,0.8,0.05,2,4,0.6,0.7,500,0.42,1.0,1938.25,41.0,27.75,18.498310733685926,48.119642558938445,32.437439787998066
27,67246228,sett24_1,27,6,1000,500,0.15,0.95,5,10,0.7,0.15,200,0.1,0.5,1.3333333333333333,133.33333333333334,0.3333333333333333,1.8856180831641267,94.28090415820634,0.4714045207910317
28,66712437,sett24_1,28,5,3000,1500,0.7,0.3,4,3,0.2,0.35,600,0.26,0.5,1357.3333333333333,400.0,337.0,140.63032705959583,282.842712474619,238.7732536668767
29,69521450,sett24_1,29,11,4000,2000,0.65,0.7,10,9,0.95,0.2,800,0.1,0.5,1981.0,666.6666666666666,362.3333333333333,42.485291572496,298.14239699997194,256.86485854541405
30,33352047,sett24_1,30,8,4000,4000,0.15,0.4,7,9,0.55,0.45,800,0.48,1.0,9.5,600.0,2.5,2.179449471770337,346.41016151377545,1.5
31,21275785,sett24_1,31,4,1500,750,0.75,0.65,1,3,0.65,0.4,300,0.14,0.5,736.0,0.0,0.0,19.79898987322333,0.0,0.0
32,58854713,sett24_1,32,7,4000,4000,0.9,0.6,6,9,0.4,0.85,800,0.34,1.0,3583.5,600.0,534.75,8.077747210701755,346.41016151377545,308.7388661960136
33,24572148,sett24_1,33,7,4000,4000,0.6,0.65,6,0,0.5,0.05,800,0.14,1.0,2309.75,600.0,157.75,303.72222095197446,346.41016151377545,273.2310148939904
34,91894246,sett24_1,34,5,2500,1250,0.95,0.45,4,0,0.4,0.7,500,0.18,0.5,1250.0,333.3333333333333,259.3333333333333,0.0,235.70226039551585,183.7322931755753
35,40114865,sett24_1,35,5,1000,500,0.35,0.4,4,6,0.6,0.4,200,0.44,0.5,82.33333333333333,133.33333333333334,18.0,18.40893502864543,94.28090415820634,12.83225103661344
36,60764514,sett24_1,36,4,2500,2500,0.25,0.95,2,7,0.85,0.45,500,0.06,1.0,385.0,166.66666666666666,33.666666666666664,104.597641783487,235.70226039551585,47.6118565998942
37,28606065,sett24_1,37,9,2000,2000,0.85,0.5,8,4,0.05,0.4,400,0.28,1.0,1726.2,320.0,305.2,225.47230428591445,160.0,153.0665214865746
38,91477640,sett24_1,38,5,1000,500,0.55,0.45,4,1,0.95,0.2,200,0.18,0.5,487.6666666666667,133.33333333333334,67.33333333333333,9.46337971105226,94.28090415820634,47.95368135561185
39,4049066,sett24_1,39,9,2500,2500,0.05,0.1,8,6,0.3,0.4,500,0.3,1.0,0.0,400.0,0.0,0.0,200.0,0.0
40,62632348,sett24_1,40,4,1500,1500,0.2,0.05,2,9,0.25,0.55,300,0.42,1.0,57.666666666666664,269.3333333333333,27.666666666666668,3.858612300930075,226.42928746569476,22.065558884580486
41,68360682,sett24_1,41,12,3000,3000,0.95,0.15,9,9,0.75,0.65,600,0.38,1.0,2846.0,1914.3333333333333,1815.5,20.864643139371765,1332.1293313922472,1264.4052290833556
42,29216355,sett24_1,42,8,4000,2000,0.5,0.35,7,8,0.8,0.3,800,0.26,0.5,1111.25,600.0,241.75,139.76296898678132,346.41016151377545,142.4822357348452
43,76553330,sett24_1,43,11,500,500,0.5,0.55,10,4,0.7,0.1,100,0.46,1.0,173.33333333333334,83.33333333333333,16.333333333333332,19.855030149113905,37.26779962499649,23.10603576749783
44,61709741,sett24_1,44,9,3000,1500,0.05,0.7,8,5,0.05,0.95,600,0.34,0.5,3.0,480.0,0.0,0.0,240.0,0.0
45,53793656,sett24_1,45,5,500,500,0.05,0.45,4,9,0.6,0.05,100,0.1,1.0,0.0,66.66666666666667,0.0,0.0,47.14045207910317,0.0
46,92143697,sett24_1,46,12,2000,2000,0.5,0.35,4,10,0.85,0.55,400,0.12,1.0,735.1666666666666,107.33333333333331,39.833333333333336,42.63963987757036,113.88249304534136,44.78622059914808
47,43275374,sett24_1,47,4,3500,3500,0.55,0.3,3,8,0.6,0.2,700,0.34,1.0,1706.3333333333333,466.6666666666667,261.6666666666667,137.1722356099157,329.98316455372213,185.1023740768575
48,72070014,sett24_1,48,10,1000,500,0.3,0.25,9,2,0.1,0.25,200,0.18,0.5,116.2,160.0,23.2,3.249615361854384,80.0,11.6
49,81803209,sett24_1,49,4,500,250,0.7,0.3,2,5,0.2,0.2,100,0.14,0.5,194.66666666666663,33.333333333333336,26.0,64.62885492478487,47.14045207910317,36.76955262170047
50,22182762,sett24_1,50,14,4000,2000,0.8,0.15,9,0,0.75,0.7,800,0.2,0.5,1858.428571428571,1708.571428571429,815.5714285714286,62.20669955388853,1769.9120928245366,854.4571973134854
51,16647648,sett24_1,51,4,2500,1250,0.85,0.8,2,8,0.8,0.3,500,0.14,0.5,1250.0,166.66666666666666,136.66666666666666,0.0,235.70226039551585,193.275853524323
52,43465716,sett24_1,52,5,1000,500,0.35,0.65,4,10,0.45,0.95,200,0.5,0.5,63.666666666666664,133.33333333333334,11.333333333333334,5.557777333511022,94.28090415820634,8.055363982396381
53,68058370,sett24_1,53,16,1500,1500,0.55,0.35,9,1,0.7,0.45,300,0.16,1.0,643.625,545.75,242.75,19.886788956490687,528.4389155805995,249.43623934785415
54,58125948,sett24_1,54,5,3000,1500,0.85,0.05,4,5,0.4,0.05,600,0.02,0.5,1412.0,400.0,199.0,124.45079348883236,282.842712474619,281.4284989122459
55,65914644,sett24_1,55,5,1500,750,0.65,0.65,4,2,0.6,0.7,300,0.46,0.5,490.3333333333333,200.0,62.0,13.224556283251582,141.4213562373095,43.96210489349511
56,77936963,sett24_1,56,8,1500,1500,0.05,0.75,7,3,0.9,0.35,300,0.4,1.0,0.25,225.0,0.0,0.4330127018922193,129.9038105676658,0.0
57,86650536,sett24_1,57,8,1000,500,0.15,0.55,7,3,0.95,0.4,200,0.02,0.5,47.75,150.0,9.25,12.968712349342937,86.60254037844386,6.299801584177076
58,71671116,sett24_1,58,8,3000,3000,0.6,0.7,7,10,0.45,0.15,600,0.3,1.0,1886.5,450.0,237.75,199.1852153147919,259.8076211353316,237.94156320407748
59,92301545,sett24_1,59,10,500,500,0.8,0.6,9,10,0.7,0.5,100,0.24,1.0,385.4,80.0,61.0,10.537551897855591,40.0,30.639843341636062
60,64154494,sett24_1,60,6,4000,4000,0.7,0.85,5,9,0.6,0.75,800,0.44,1.0,2618.3333333333335,533.3333333333334,344.6666666666667,31.626290048347787,377.12361663282536,243.7284463405032
61,72453604,sett24_1,61,4,1500,750,0.6,0.3,2,0,0.3,0.65,300,0.44,0.5,384.3333333333333,100.0,7.333333333333333,193.36723840632592,141.4213562373095,10.370899457402697
62,61513021,sett24_1,62,4,1000,1000,0.15,0.65,1,2,0.45,0.95,200,0.1,1.0,14.666666666666666,0.0,0.0,11.115554667022044,0.0,0.0
63,10950389,sett24_1,63,6,2500,1250,0.05,0.05,5,8,0.2,0.3,500,0.02,0.5,0.0,333.3333333333333,0.0,0.0,235.70226039551585,0.0
64,6748552,sett24_1,64,4,500,250,0.25,0.8,3,6,0.2,0.2,100,0.44,0.5,27.0,66.66666666666667,12.0,5.0990195135927845,47.14045207910317,8.48528137423857
65,22178820,sett24_1,65,8,1000,1000,0.2,0.9,7,0,0.1,0.55,200,0.12,1.0,110.75,150.0,20.25,0.4330127018922193,86.60254037844386,11.691342951089922
66,92820187,sett24_1,66,10,3000,1500,0.8,0.55,9,0,0.8,0.6,600,0.26,0.5,1500.0,480.0,273.6,0.0,240.0,139.2947953083675
67,45907307,sett24_1,67,11,1500,750,0.95,0.9,10,5,0.4,0.75,300,0.26,0.5,750.0,250.0,178.33333333333334,0.0,111.80339887498948,80.59707742151006
68,79498062,sett24_1,68,18,4000,2000,0.6,0.2,6,10,0.95,0.95,800,0.44,0.5,1693.5555555555557,42.77777777777778,21.11111111111111,112.39623472450896,69.48505479242405,35.45088760664203
69,44796044,sett24_1,69,11,1500,750,0.3,0.45,6,1,0.7,0.85,300,0.28,0.5,23.833333333333332,266.1666666666667,9.0,8.82074574826616,306.14126187468133,10.181682899534175
70,54658741,sett24_1,70,200,3000,3000,0.45,0.1,9,1,0.3,0.75,600,0.46,1.0,1328.76,1211.92,1207.97,1.3720058308913996,166.20702030901103,166.0615220332513
71,76758665,sett24_1,71,4,500,250,0.35,0.4,2,1,0.45,0.35,100,0.16,0.5,31.0,33.333333333333336,2.0,2.943920288775949,47.14045207910317,2.8284271247461903
72,56413383,sett24_1,72,11,2000,1000,0.1,0.65,10,6,0.1,0.8,400,0.08,0.5,9.0,333.3333333333333,2.5,0.0,149.07119849998597,1.118033988749895
73,72416377,sett24_1,73,11,2000,1000,0.8,0.4,6,3,0.35,0.65,400,0.18,0.5,951.3333333333334,671.5,324.0,50.34436965099032,802.7363099631991,388.9862893899133
74,58311413,sett24_1,74,4,1500,1500,0.85,0.9,3,1,0.65,0.7,300,0.12,1.0,1246.6666666666667,200.0,166.33333333333334,11.556623882239812,141.4213562373095,117.61613645905716
75,67234528,sett24_1,75,4,2000,2000,0.35,0.85,1,0,0.3,0.05,400,0.12,1.0,334.6666666666667,0.0,0.0,22.895899681432528,0.0,0.0
76,23531944,sett24_1,76,4,1000,1000,0.2,0.3,2,2,0.35,0.9,200,0.38,1.0,36.0,66.66666666666667,3.3333333333333335,6.531972647421808,94.28090415820634,4.714045207910316
77,58913181,sett24_1,77,11,3500,3500,0.2,0.85,10,2,0.6,0.75,700,0.3,1.0,8.666666666666666,583.3333333333334,0.5,3.9015666369065425,260.87459737497545,0.5
78,79950523,sett24_1,78,10,4000,4000,0.35,0.7,9,3,0.1,0.05,800,0.2,1.0,1398.0,640.0,10.6,37.62446012901713,320.0,21.200000000000003
79,19507991,sett24_1,79,11,2000,2000,0.65,0.6,10,1,0.45,0.5,400,0.48,1.0,1243.8333333333333,333.3333333333333,213.0,12.061186600920418,149.07119849998597,95.42187030934436
80,94410008,sett24_1,80,4,2500,1250,0.25,0.2,2,1,0.05,0.9,500,0.26,0.5,55.0,505.3333333333333,0.3333333333333333,39.02136167109839,411.51859685262775,0.4714045207910317
81,3042206,sett24_1,81,8,3000,3000,0.45,0.9,7,10,0.4,0.2,600,0.42,1.0,1148.25,450.0,177.25,13.06474263045392,259.8076211353316,102.56552783464822
82,50312125,sett24_1,82,4,500,500,0.85,0.5,2,8,0.7,0.3,100,0.4,1.0,424.0,33.333333333333336,30.666666666666668,6.97614984548545,47.14045207910317,43.36921591277491
83,16423740,sett24_1,83,9,2500,1250,0.9,0.4,5,3,0.2,0.45,500,0.42,0.5,1250.0,945.2,734.6,0.0,1073.2972374882925,844.8565795447179
84,28861428,sett24_1,84,7,1500,750,0.9,0.95,6,6,0.55,0.55,300,0.06,0.5,750.0,225.0,152.25,0.0,129.9038105676658,89.34308870864047
85,58928047,sett24_1,85,8,1500,750,0.4,0.1,7,5,0.95,0.15,300,0.1,0.5,486.25,225.0,50.75,40.794454279963105,129.9038105676658,50.780778843968115
86,92927057,sett24_1,86,8,2000,2000,0.1,0.4,6,0,0.35,0.75,400,0.2,1.0,2.25,249.5,0.0,0.4330127018922193,217.7538748220109,0.0
87,95317873,sett24_1,87,4,2000,2000,0.85,0.7,1,6,0.8,0.65,400,0.06,1.0,1690.6666666666667,0.0,0.0,22.095751225568733,0.0,0.0
88,54274286,sett24_1,88,200,3500,3500,0.75,0.05,6,3,0.55,0.6,700,0.22,1.0,2588.68,2330.95,1840.42,22.207602301914537,463.28985257611674,463.6942997277409
89,33239810,sett24_1,89,4,1500,750,0.6,0.45,2,1,0.25,0.8,300,0.34,0.5,376.3333333333333,100.0,6.0,212.80716362211328,141.4213562373095,8.48528137423857
90,6423041,sett24_1,90,30,3500,1750,0.4,0.35,8,0,0.25,0.8,700,0.44,0.5,689.4666666666667,30.866666666666667,13.266666666666667,3.8620662287893968,29.43890094566862,14.214859205149455
91,38687122,sett24_1,91,5,4000,4000,0.45,0.95,4,6,0.3,0.35,800,0.38,1.0,1571.6666666666667,533.3333333333334,253.33333333333337,57.56349151637309,377.12361663282536,179.15046438368194
92,16503512,sett24_1,92,9,3000,1500,0.55,0.55,8,5,0.65,0.65,600,0.06,0.5,692.8,480.0,114.2,29.75499957990253,240.0,57.26918892388821
93,5448767,sett24_1,93,8,2500,1250,0.15,0.45,6,6,0.25,0.8,500,0.12,0.5,8.0,350.5,1.75,0.0,287.43129613874686,1.299038105676658
94,65354151,sett24_1,94,4,3500,1750,0.15,0.8,1,6,0.7,0.15,700,0.1,0.5,66.0,0.0,0.0,50.0199960015992,0.0,0.0
95,22210153,sett24_1,95,4,500,250,0.5,0.2,3,4,0.35,0.05,100,0.42,0.5,98.33333333333331,66.66666666666667,19.0,53.57445494097184,47.14045207910317,26.87005768508881
96,96677618,sett24_1,96,8,500,250,0.1,0.25,7,6,0.15,0.8,100,0.34,0.5,0.0,75.0,0.0,0.0,43.30127018922193,0.0
97,17967243,sett24_1,97,10,3500,1750,0.5,0.9,9,6,0.85,0.85,700,0.04,0.5,881.4,560.0,151.6,62.60223638177792,280.0,76.34029080374269
98,9455286,sett24_1,98,7,500,500,0.5,0.85,6,6,0.25,0.85,100,0.2,1.0,252.5,75.0,37.25,15.386682553429118,43.30127018922193,21.52179128232592
99,91151909,sett24_1,99,8,2500,2500,0.5,0.4,7,5,0.95,0.1,500,0.28,1.0,1127.75,375.0,126.75,104.56666533843374,216.50635094610965,127.35261088803794
